,Teks,Normalisasi_Teks,KBBI_Teks,Normal_Teks,Stopword_Removed_Teks,Clean,clean_teks
1313,Lahh dah kenapa nak perli2 i dulu jual skincare tetiba jual kek? I kalau boleh jual air liur pun i jual. Anything for money i buat. Nak perli2 cakap i sengkek ke apa cakap lah. Satu pun tak lut dkt i.,lahh dah kenapa nak perli i dulu jual skincare tetiba jual kek i kalau boleh jual air liur pun i jual anything for money i buat nak perli cakap i sengkek ke apa cakap lah satu pun tak lut dkt i,lahh <norm> <norm> <norm> <norm> <norm> <norm> <norm> skincare <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> anything for money <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> dkt <norm>,lahh deh kenapa mau perli aku dulu jual skincare tetiba jual seperti aku kalau boleh jual air liur pun aku jual anything for money aku buat mau perli cakap aku sengkek ke apa cakap lah satu pun tidak lut dkt aku,lahh deh perli jual skincare tetiba jual jual air liur jual anything for money perli cakap sengkek cakap lut dkt,lahh dah kenapa nak perli i dulu jual skincare tetiba jual kek i kalau boleh jual air liur pun i jual anything for money i buat nak perli cakap i sengkek ke apa cakap lah satu pun tak lut dkt i,"['lahh', 'deh', 'perli', 'jual', 'skincare', 'tetiba', 'jual', 'jual', 'air', 'liur', 'jual', 'anything', 'for', 'money', 'perli', 'cakap', 'sengkek', 'cakap', 'lut', 'dkt']"
1314,@tanyarlfes Jurusan Pendidikan Kimia sekarang jadi Beauty Consultant di salah satu Brand Skincare hehe ‍,tanyarlfes jurusan pendidikan kimia sekarang jadi beauty consultant di salah satu brand skincare hehe,tanyarlfes <norm> <norm> <norm> <norm> <norm> beauty consultant <norm> <norm> <norm> brand skincare hehe,tanyarlfes jurusan pendidikan kimia sekarang jadi beauty consultant di salah satu brand skincare he,tanyarlfes jurusan pendidikan kimia beauty consultant salah brand skincare he,tanyarlfes jurusan pendidikan kimia sekarang jadi beauty consultant di salah satu brand skincare hehe,"['tanyarlfes', 'jurus', 'didik', 'kimia', 'beauty', 'consultant', 'salah', 'brand', 'skincare', 'he']"
1315,-rek ready skincare ori underprice bisa cod &amp; freeong lewat shopi order dgn voc disk0n shopi live juga bisa by req. https://t.co/7LhtJYxY8z https://t.co/INie0FwiVd,rek ready skincare ori underprice bisa cod amp freeong lewat shopi order dgn voc diskn shopi live juga bisa by req,<norm> ready skincare <norm> underprice <norm> cod amp freeong <norm> shopi <norm> dgn <norm> diskn shopi live <norm> <norm> by req,rek ready skincare ori underprice bisa cod amp freeong lewat shopi order dengan voc diskn shopi live juga bisa by req,rek ready skincare ori underprice freeong shopi order voc diskn shopi live by req,rek ready skincare ori underprice bisa cod amp freeong lewat shopi order dgn voc diskn shopi live juga bisa by req,"['rek', 'ready', 'skincare', 'ori', 'underprice', 'freeong', 'shopi', 'order', 'voc', 'diskn', 'shopi', 'live', 'by', 'req']"
1316,@floisme_ @4tunerrr @tanyarlfes Tapi yang beginian beneran ada salah satu penyebabnya bisa karena pemakaian skincare abal2 yg bikin kulit tipis sampe rambut tumbuh lebat/urat nya bener2 keliatan,floisme_ tunerr tanyarlfes tapi yang beginian beneran ada salah satu penyebabnya bisa karena pemakaian skincare abal yg bikin kulit tipis sampe rambut tumbuh lebaturat nya bener keliatan,floisme_ tunerr tanyarlfes <norm> <norm> <norm> beneran <norm> <norm> <norm> penyebabnya <norm> <norm> <norm> skincare <norm> <norm> <norm> <norm> <norm> sampe <norm> <norm> lebaturat nya bener keliatan,floisme_ tunerr tanyarlfes tapi yang beginian beneran ada salah satu penyebabnya bisa karena pemakaian skincare abal yang bikin kulit tipis sampai rambut tumbuh lebaturat nya benar kelihatan,floisme_ tunerr tanyarlfes beneran salah penyebabnya pemakaian skincare abal kulit tipis rambut tumbuh lebaturat,floisme_ tunerr tanyarlfes tapi yang beginian beneran ada salah satu penyebabnya bisa karena pemakaian skincare abal yg bikin kulit tipis sampe rambut tumbuh lebaturat nya bener keliatan,"['floisme', 'tunerr', 'tanyarlfes', 'beneran', 'salah', 'sebab', 'pakai', 'skincare', 'abal', 'kulit', 'tipis', 'rambut', 'tumbuh', 'lebaturat']"
1317,@starfess Unit sugar daddy ini bukan kaleng² Segala skin care make up smpe tas make up pun dimodalin ,starfess unit sugar daddy ini bukan kaleng² segala skin care make up smpe tas make up pun dimodalin,starfess <norm> <norm> daddy <norm> <norm> kaleng² <norm> skin care make up smpe <norm> make up <norm> dimodalin,starfess unit sugar daddy ini bukan kaleng² segala skin care make up smpe tas make up pun dimodalin,starfess unit sugar daddy kaleng² skin care make up smpe tas make up dimodalin,starfess unit sugar daddy ini bukan kaleng² segala skin care make up smpe tas make up pun dimodalin,"['starfess', 'unit', 'sugar', 'daddy', 'kaleng', 'skin', 'care', 'make', 'up', 'smpe', 'tas', 'make', 'up', 'dimodalin']"
1318,@ohmybeautybank itulah kenapa kita sebagai penikmat konten juga harus bisa memaknai informasi. kalo aku nangkepnya lebih ke back to basic ya ada benernya tenangin kulit dulu baru take action (kalo di kasus kulitku) soalnya aku ke spkk jg ujungnya fokus basic skincare kondisi kulit udh oke ,ohmybeautybank itulah kenapa kita sebagai penikmat konten juga harus bisa memaknai informasi kalo aku nangkepnya lebih ke back to basic ya ada benernya tenangin kulit dulu baru take action kalo di kasus kulitku soalnya aku ke spkk jg ujungnya fokus basic skincare kondisi kulit udh oke,ohmybeautybank <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> nangkepnya <norm> <norm> back <norm> <norm> <norm> <norm> benernya tenangin <norm> <norm> <norm> take action <norm> <norm> <norm> kulitku soalnya <norm> <norm> spkk jg ujungnya <norm> <norm> skincare <norm> <norm> udh <norm>,ohmybeautybank itulah kenapa kita sebagai penikmat konten juga harus bisa memaknai informasi kalau aku nangkepnya lebih ke back to basic iya ada benernya tenangin kulit dulu baru take action kalau di kasus kulitku soalnya aku ke spkk juga ujungnya fokus basic skincare kondisi kulit udah oke,ohmybeautybank penikmat konten memaknai informasi nangkepnya back to basic iya benernya tenangin kulit take action kulitku spkk ujungnya fokus basic skincare kondisi kulit udah oke,ohmybeautybank itulah kenapa kita sebagai penikmat konten juga harus bisa memaknai informasi kalo aku nangkepnya lebih ke back to basic ya ada benernya tenangin kulit dulu baru take action kalo di kasus kulitku soalnya aku ke spkk jg ujungnya fokus basic skincare kondisi kulit udh oke,"['ohmybeautybank', 'nikmat', 'konten', 'makna', 'informasi', 'nangkepnya', 'back', 'to', 'basic', 'iya', 'benernya', 'tenangin', 'kulit', 'take', 'action', 'kulit', 'spkk', 'ujung', 'fokus', 'basic', 'skincare', 'kondisi', 'kulit', 'udah', 'oke']"
1319,@the29thofapril Tauu itu lucu bgt. Kocak echi ga pernah masak sampe bakar dapurnya ty. Dah gitu tabungan mereka diabisin echi buat beli skincare tapi skrg dah ilang bukunya,thethofapril tauu itu lucu bgt kocak echi ga pernah masak sampe bakar dapurnya ty dah gitu tabungan mereka diabisin echi buat beli skincare tapi skrg dah ilang bukunya,thethofapril tauu <norm> <norm> bgt <norm> echi <norm> <norm> <norm> sampe <norm> dapurnya ty <norm> <norm> <norm> <norm> diabisin echi <norm> <norm> skincare <norm> skrg <norm> <norm> bukunya,thethofapril tauu itu lucu banget kocak echi ga pernah masak sampai bakar dapurnya ty deh gitu tabungan mereka diabisin echi buat beli skincare tapi skrg deh hilang bukunya,thethofapril tauu lucu banget kocak echi masak bakar dapurnya ty deh gitu tabungan diabisin echi beli skincare skrg deh hilang bukunya,thethofapril tauu itu lucu bgt kocak echi ga pernah masak sampe bakar dapurnya ty dah gitu tabungan mereka diabisin echi buat beli skincare tapi skrg dah ilang bukunya,"['thethofapril', 'tauu', 'lucu', 'banget', 'kocak', 'echi', 'masak', 'bakar', 'dapur', 'ty', 'deh', 'gitu', 'tabung', 'diabisin', 'echi', 'beli', 'skincare', 'skrg', 'deh', 'hilang', 'buku']"
1320,Ini namanya realistis nder calon kamu ngajak join income bener bgt ini. Mungkin gaji lu bisa buat nabung buat asset dan biaya operational rumah tangga. Klo kebutuhan wanita spt skincare baju dll mkn calon kamu bisa penuhin sendiri.,ini namanya realistis nder calon kamu ngajak join income bener bgt ini mungkin gaji lu bisa buat nabung buat asset dan biaya operational rumah tangga klo kebutuhan wanita spt skincare baju dll mkn calon kamu bisa penuhin sendiri,<norm> namanya <norm> nder <norm> <norm> ngajak join income bener bgt <norm> <norm> <norm> <norm> <norm> <norm> nabung <norm> asset <norm> <norm> operational <norm> <norm> klo <norm> <norm> <norm> skincare <norm> dll mkn <norm> <norm> <norm> penuhin <norm>,ini namanya realistis nder calon kamu ngajak join income benar banget ini mungkin gaji kamu bisa buat nabung buat asset dan biaya operational rumah tangga kalau kebutuhan wanita seperti skincare baju dan lain-lain mkn calon kamu bisa penuhin sendiri,namanya realistis nder calon ngajak join income banget gaji nabung asset biaya operational rumah tangga kebutuhan wanita skincare baju lain-lain mkn calon penuhin,ini namanya realistis nder calon kamu ngajak join income bener bgt ini mungkin gaji lu bisa buat nabung buat asset dan biaya operational rumah tangga klo kebutuhan wanita spt skincare baju dll mkn calon kamu bisa penuhin sendiri,"['nama', 'realistis', 'nder', 'calon', 'ngajak', 'join', 'income', 'banget', 'gaji', 'nabung', 'asset', 'biaya', 'operational', 'rumah', 'tangga', 'butuh', 'wanita', 'skincare', 'baju', 'lainlain', 'mkn', 'calon', 'penuhin']"
1321,@MatilahHukumnya Tutty Fruity (sekarang mcm muncul balik) Motorola (henfon) Rorine (kasut n beg) Avon (mekap n skincare) okay next .,matilahhukumnya tutty fruity sekarang mcm muncul balik motorola henfon rorine kasut n beg avon mekap n skincare okay next,matilahhukumnya tutty fruity <norm> mcm <norm> <norm> motorola henfon rorine <norm> <norm> beg avon <norm> <norm> skincare okay next,matilahhukumnya tutty fruity sekarang mcm muncul balik motorola henfon rorine kasut dan beg avon mekap dan skincare okay lanjut,matilahhukumnya tutty fruity mcm muncul motorola henfon rorine kasut beg avon mekap skincare okay,matilahhukumnya tutty fruity sekarang mcm muncul balik motorola henfon rorine kasut n beg avon mekap n skincare okay next,"['matilahhukumnya', 'tutty', 'fruity', 'mcm', 'muncul', 'motorola', 'henfon', 'rorine', 'kasut', 'beg', 'avon', 'mekap', 'skincare', 'okay']"
1322,@bitiesfess Mending nanya lipbalm nya merk apa sunscreen atau skincare routine nya ges ... leebih bermanfaat,bitiesfess mending nanya lipbalm nya merk apa sunscreen atau skincare routine nya ges leebih bermanfaat,bitiesfess <norm> nanya lipbalm nya <norm> <norm> sunscreen <norm> skincare routine nya ges leebih <norm>,bitiesfess lebih baik bertanya lipbalm nya merk apa sunscreen atau skincare routine nya ges leebih bermanfaat,bitiesfess lipbalm merk sunscreen skincare routine ges leebih bermanfaat,bitiesfess mending nanya lipbalm nya merk apa sunscreen atau skincare routine nya ges leebih bermanfaat,"['bitiesfess', 'lipbalm', 'merk', 'sunscreen', 'skincare', 'routine', 'ges', 'leebih', 'manfaat']"
1323,Terakhiir Mumpung baru gajian saatnya restock skincare,terakhiir mumpung baru gajian saatnya restock skincare,terakhiir <norm> <norm> <norm> saatnya restock skincare,terakhiir selagi baru gajian saatnya restock skincare,terakhiir selagi gajian restock skincare,terakhiir mumpung baru gajian saatnya restock skincare,"['terakhiir', 'selagi', 'gaji', 'restock', 'skincare']"
1324,@tanyarlfes Itulah makanya gw gak pernah berani pake kosmetik atau skincare macem2 ke muka soalnya kalo ada hal yg gak terduga susah ngatasinnya,tanyarlfes itulah makanya gw gak pernah berani pake kosmetik atau skincare macem ke muka soalnya kalo ada hal yg gak terduga susah ngatasinnya,tanyarlfes <norm> <norm> gw <norm> <norm> <norm> <norm> <norm> <norm> skincare macem <norm> <norm> soalnya <norm> <norm> <norm> <norm> <norm> <norm> <norm> ngatasinnya,tanyarlfes itulah makanya saya gak pernah berani pakai kosmetik atau skincare macam ke muka soalnya kalau ada hal yang gak terduga susah ngatasinnya,tanyarlfes berani pakai kosmetik skincare muka terduga susah ngatasinnya,tanyarlfes itulah makanya gw gak pernah berani pake kosmetik atau skincare macem ke muka soalnya kalo ada hal yg gak terduga susah ngatasinnya,"['tanyarlfes', 'berani', 'pakai', 'kosmetik', 'skincare', 'muka', 'duga', 'susah', 'ngatasinnya']"
1325,Ortunya gak mengedukasikah ke anak anak sendiri dilarang menyentuh milik orang lain? Gue melihat standar ganda disini karena yg nampar disini bapak (laki-laki) jadi pantas bapaknya dimarahin warganet. Coba ini dibalik skincare mahal -,ortunya gak mengedukasikah ke anak anak sendiri dilarang menyentuh milik orang lain gue melihat standar ganda disini karena yg nampar disini bapak lakilaki jadi pantas bapaknya dimarahin warganet coba ini dibalik skincare mahal,ortunya <norm> mengedukasikah <norm> <norm> <norm> <norm> dilarang <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> disini <norm> <norm> nampar disini <norm> lakilaki <norm> <norm> bapaknya dimarahin <norm> <norm> <norm> dibalik skincare <norm>,ortunya gak mengedukasikah ke anak anak sendiri dilarang menyentuh milik orang lain saya melihat standar ganda disini karena yang nampar disini bapak lakilaki jadi pantas bapaknya dimarahin warganet coba ini dibalik skincare mahal,ortunya mengedukasikah anak anak dilarang menyentuh milik orang standar ganda nampar lakilaki bapaknya dimarahin warganet coba dibalik skincare mahal,ortunya gak mengedukasikah ke anak anak sendiri dilarang menyentuh milik orang lain gue melihat standar ganda disini karena yg nampar disini bapak lakilaki jadi pantas bapaknya dimarahin warganet coba ini dibalik skincare mahal,"['ortunya', 'edukasi', 'anak', 'anak', 'larang', 'sentuh', 'milik', 'orang', 'standar', 'ganda', 'nampar', 'lakilaki', 'bapak', 'dimarahin', 'warganet', 'coba', 'balik', 'skincare', 'mahal']"
1326,@1106pages Wkawka baru sadar nih kayanya dia punya lemari es khusus skincare gt gasii,pages wkawka baru sadar nih kayanya dia punya lemari es khusus skincare gt gasii,pages wkawka <norm> <norm> <norm> kayanya <norm> <norm> <norm> <norm> <norm> skincare gt gasii,pages wkawka baru sadar ini kayaknya dia punya lemari es khusus skincare begitu gasii,pages wkawka sadar kayaknya lemari es khusus skincare gasii,pages wkawka baru sadar nih kayanya dia punya lemari es khusus skincare gt gasii,"['pages', 'wkawka', 'sadar', 'kayak', 'lemari', 'es', 'khusus', 'skincare', 'gasii']"
1327,@discountfess Udah kejadian sejak 2019 gue perhitungan kalo mau beli sesuatu apalagi skincare make up jarang beli offline kec lg diskon gede. kalo diitung mending online walaupun ga pas event tp itungannya lebih murah apalagi selama jd anak kost selalu nyetok pas event gitu,discountfess udah kejadian sejak gue perhitungan kalo mau beli sesuatu apalagi skincare make up jarang beli offline kec lg diskon gede kalo diitung mending online walaupun ga pas event tp itungannya lebih murah apalagi selama jd anak kost selalu nyetok pas event gitu,discountfess udah <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> skincare make up <norm> <norm> offline kec lg <norm> <norm> <norm> diitung <norm> online <norm> <norm> <norm> event <norm> itungannya <norm> <norm> <norm> <norm> jd <norm> kost <norm> nyetok <norm> event <norm>,discountfess sudah kejadian sejak saya perhitungan kalau mau beli sesuatu apalagi skincare make up jarang beli offline kecamatan lagi diskon gede kalau diitung lebih baik online walaupun ga pas event tapi itungannya lebih murah apalagi selama jadi anak kost selalu nyetok pas event gitu,discountfess kejadian perhitungan beli skincare make up jarang beli offline kecamatan diskon gede diitung online pas event itungannya murah anak kost nyetok pas event gitu,discountfess udah kejadian sejak gue perhitungan kalo mau beli sesuatu apalagi skincare make up jarang beli offline kec lg diskon gede kalo diitung mending online walaupun ga pas event tp itungannya lebih murah apalagi selama jd anak kost selalu nyetok pas event gitu,"['discountfess', 'jadi', 'hitung', 'beli', 'skincare', 'make', 'up', 'jarang', 'beli', 'offline', 'camat', 'diskon', 'gede', 'diitung', 'online', 'pas', 'event', 'itungannya', 'murah', 'anak', 'kost', 'nyetok', 'pas', 'event', 'gitu']"
1328,@sbyfess lek ngunu yo langsung tak panasi tambahan wong yo urep urep ku dewe duwek duwek ku dewe ga melok makani nukokno skincare ro ngopeni ae kok nyacat e ga kuiro kiro. cangkeman. koyok yok yok o ae mbe korea yo jek ngganteng an korea,sbyfess lek ngunu yo langsung tak panasi tambahan wong yo urep urep ku dewe duwek duwek ku dewe ga melok makani nukokno skincare ro ngopeni ae kok nyacat e ga kuiro kiro cangkeman koyok yok yok o ae mbe korea yo jek ngganteng an korea,sbyfess <norm> ngunu yo <norm> <norm> panasi <norm> <norm> yo urep urep <norm> dewe duwek duwek <norm> dewe <norm> melok makani nukokno skincare <norm> ngopeni ae <norm> nyacat <norm> <norm> kuiro kiro cangkeman <norm> <norm> <norm> <norm> ae mbe <norm> yo jek ngganteng an <norm>,sbyfess lek ngunu iya langsung tidak panasi tambahan wong iya urep urep ku dewe duwek duwek ku dewe ga melok makani nukokno skincare ro ngopeni ae kok nyacat e ga kuiro kiro cangkeman koyok yok yok o ae mbe korea iya jek ngganteng an korea,sbyfess lek ngunu iya langsung panasi tambahan iya urep urep ku dewe duwek duwek ku dewe melok makani nukokno skincare ro ngopeni ae nyacat e kuiro kiro cangkeman koyok yok yok o ae mbe korea iya jek ngganteng an korea,sbyfess lek ngunu yo langsung tak panasi tambahan wong yo urep urep ku dewe duwek duwek ku dewe ga melok makani nukokno skincare ro ngopeni ae kok nyacat e ga kuiro kiro cangkeman koyok yok yok o ae mbe korea yo jek ngganteng an korea,"['sbyfess', 'lek', 'ngunu', 'iya', 'langsung', 'panas', 'tambah', 'iya', 'urep', 'urep', 'ku', 'dewe', 'duwek', 'duwek', 'ku', 'dewe', 'lok', 'makan', 'nukokno', 'skincare', 'ro', 'ngopeni', 'ae', 'nyacat', 'e', 'kuiro', 'kiro', 'cangkeman', 'koyok', 'yok', 'yok', 'o', 'ae', 'mbe', 'korea', 'iya', 'jek', 'ngganteng', 'an', 'korea']"
